# Supplementary data for best-fit atmospheric models - all spectral orders
# Target: gl447
# Retrieval run: fc5
# Generated on: 2025-06-10 12:23:33
# Authors: Darío González Picos, Ignas Snellen and Sam de Regt
# Contact: picos@strw.leidenuniv.nl
#
# Data description:
# This file contains high-resolution K-band spectroscopic data and
# best-fit atmospheric models from Bayesian retrieval analysis of M dwarf
# stellar atmospheres. All spectral orders are included in a single file.
# Data obtained with SPIRou at CFHT.
#
# Target properties:
# - Effective temperature: 3291 K
# - Spectral type: M4.0
# - Number of spectral orders: 3
# - Total data points: 12264
#
# Observational details:
# - Radial velocity correction: Not available
# - RV correction applied: Unknown (wavelengths are barycentric)
# - Spline continuum correction applied: Yes
# - Plotting offset: 2.160 (removed from saved data)
# - Spectral resolution: R ~ 75,000
# - Wavelength coverage: 2291.3 - 2515.9 nm
#
# Column descriptions:
# spectral_order: SPIRou spectral order number (0, 1, 2 for K-band)
# wavelength_nm: Wavelength in nanometers (barycentric, RV corrected)
# observed_flux: Observed normalized flux
# flux_error: 1-sigma uncertainty on observed flux
# petitradtrans_model: Best-fit atmospheric model flux from petitRADTRANS
# spline_continuum: Spline continuum normalization function
# valid_pixel: 1 for valid data points, 0 for masked/invalid pixels
#
# Data processing notes:
# - Wavelengths corrected for radial velocity using:
#   λ_corrected = λ_observed × (1 - RV/c)
# - Flux normalized to continuum level
# - Spline continuum divided out from model and applied to data
# - Plotting offset of 2.160 has been removed from flux and model data
# - Invalid pixels (telluric contamination, cosmic rays) marked in valid_pixel column
#
# Units:
# - Wavelength: nanometers (nm)
# - Flux: normalized (dimensionless)
# - Error: normalized flux units
# - Temperature: Kelvin (K)
# - Radial velocity: km/s
#
# Quality metrics:
# - Mean S/N ratio: 28.3
# - Valid pixels: 10492 / 12264 (85.6%)
# - RMS residuals: 0.0366
#
# Notes:
# - Each row represents one wavelength point
# - NaN values are preserved as NaN (not converted to other values)
# - Residuals can be calculated as: observed_flux - petitradtrans_model
# - Spline model contains the fitted continuum with 25 equally spaced knots
# - Data and model values have plotting offset removed for scientific analysis
#
spectral_order,wavelength_nm,observed_flux,flux_error,petitradtrans_model,spline_continuum,valid_pixel
0,2291.272736,nan,nan,nan,nan,0
0,2291.292537,nan,nan,nan,nan,0
0,2291.312338,nan,nan,nan,nan,0
0,2291.332138,nan,nan,nan,nan,0
0,2291.351936,nan,nan,nan,nan,0
0,2291.371734,nan,nan,nan,nan,0
0,2291.391530,nan,nan,nan,nan,0
0,2291.411326,nan,nan,nan,nan,0
0,2291.431120,nan,nan,nan,nan,0
0,2291.450914,nan,nan,nan,nan,0
0,2291.470706,nan,nan,nan,nan,0
0,2291.490497,nan,nan,nan,nan,0
0,2291.510287,nan,nan,nan,nan,0
0,2291.530076,nan,nan,nan,nan,0
0,2291.549864,nan,nan,nan,nan,0
0,2291.569651,nan,nan,nan,nan,0
0,2291.589437,nan,nan,nan,nan,0
0,2291.609222,nan,nan,nan,nan,0
0,2291.629005,nan,nan,nan,nan,0
0,2291.648788,nan,nan,nan,nan,0
0,2291.668570,nan,nan,nan,nan,0
0,2291.688350,nan,nan,nan,nan,0
0,2291.708130,nan,nan,nan,nan,0
0,2291.727908,nan,nan,nan,nan,0
0,2291.747685,nan,nan,nan,nan,0
0,2291.767462,nan,nan,nan,nan,0
0,2291.787237,nan,nan,nan,nan,0
0,2291.807011,nan,nan,nan,nan,0
0,2291.826784,nan,nan,nan,nan,0
0,2291.846556,nan,nan,nan,nan,0
0,2291.866327,1.097801,0.028411,1.079200,0.988443,1
0,2291.886097,1.084288,0.029336,1.090990,0.988553,1
0,2291.905866,1.061641,0.032827,1.093127,0.988662,1
0,2291.925633,1.055748,0.035335,1.084654,0.988770,1
0,2291.945400,1.063015,0.038115,1.079873,0.988876,1
0,2291.965166,1.074462,0.032554,1.088427,0.988981,1
0,2291.984930,1.080648,0.033573,1.097736,0.989085,1
0,2292.004694,1.074083,0.028871,1.091749,0.989188,1
0,2292.024456,1.058653,0.031612,1.072787,0.989289,1
0,2292.044217,1.057626,0.034299,1.068905,0.989389,1
0,2292.063978,1.087056,0.036076,1.081581,0.989488,1
0,2292.083737,1.111895,0.036243,1.093104,0.989585,1
0,2292.103495,1.126643,0.036595,1.105464,0.989681,1
0,2292.123252,1.121997,0.030015,1.113846,0.989776,1
