# Supplementary data for best-fit atmospheric models - all spectral orders
# Target: gl1151
# Retrieval run: fc5
# Generated on: 2025-06-10 12:23:33
# Authors: Darío González Picos, Ignas Snellen and Sam de Regt
# Contact: picos@strw.leidenuniv.nl
#
# Data description:
# This file contains high-resolution K-band spectroscopic data and
# best-fit atmospheric models from Bayesian retrieval analysis of M dwarf
# stellar atmospheres. All spectral orders are included in a single file.
# Data obtained with SPIRou at CFHT.
#
# Target properties:
# - Effective temperature: 3278 K
# - Spectral type: M4.5
# - Number of spectral orders: 3
# - Total data points: 12264
#
# Observational details:
# - Radial velocity correction: Not available
# - RV correction applied: Unknown (wavelengths are barycentric)
# - Spline continuum correction applied: Yes
# - Plotting offset: 1.620 (removed from saved data)
# - Spectral resolution: R ~ 75,000
# - Wavelength coverage: 2291.3 - 2516.0 nm
#
# Column descriptions:
# spectral_order: SPIRou spectral order number (0, 1, 2 for K-band)
# wavelength_nm: Wavelength in nanometers (barycentric, RV corrected)
# observed_flux: Observed normalized flux
# flux_error: 1-sigma uncertainty on observed flux
# petitradtrans_model: Best-fit atmospheric model flux from petitRADTRANS
# spline_continuum: Spline continuum normalization function
# valid_pixel: 1 for valid data points, 0 for masked/invalid pixels
#
# Data processing notes:
# - Wavelengths corrected for radial velocity using:
#   λ_corrected = λ_observed × (1 - RV/c)
# - Flux normalized to continuum level
# - Spline continuum divided out from model and applied to data
# - Plotting offset of 1.620 has been removed from flux and model data
# - Invalid pixels (telluric contamination, cosmic rays) marked in valid_pixel column
#
# Units:
# - Wavelength: nanometers (nm)
# - Flux: normalized (dimensionless)
# - Error: normalized flux units
# - Temperature: Kelvin (K)
# - Radial velocity: km/s
#
# Quality metrics:
# - Mean S/N ratio: 27.7
# - Valid pixels: 9790 / 12264 (79.8%)
# - RMS residuals: 0.0408
#
# Notes:
# - Each row represents one wavelength point
# - NaN values are preserved as NaN (not converted to other values)
# - Residuals can be calculated as: observed_flux - petitradtrans_model
# - Spline model contains the fitted continuum with 25 equally spaced knots
# - Data and model values have plotting offset removed for scientific analysis
#
spectral_order,wavelength_nm,observed_flux,flux_error,petitradtrans_model,spline_continuum,valid_pixel
0,2291.344533,nan,nan,nan,nan,0
0,2291.364335,nan,nan,nan,nan,0
0,2291.384137,nan,nan,nan,nan,0
0,2291.403937,nan,nan,nan,nan,0
0,2291.423736,nan,nan,nan,nan,0
0,2291.443535,nan,nan,nan,nan,0
0,2291.463332,nan,nan,nan,nan,0
0,2291.483128,nan,nan,nan,nan,0
0,2291.502923,nan,nan,nan,nan,0
0,2291.522717,nan,nan,nan,nan,0
0,2291.542510,nan,nan,nan,nan,0
0,2291.562302,nan,nan,nan,nan,0
0,2291.582093,nan,nan,nan,nan,0
0,2291.601883,nan,nan,nan,nan,0
0,2291.621672,nan,nan,nan,nan,0
0,2291.641459,nan,nan,nan,nan,0
0,2291.661246,nan,nan,nan,nan,0
0,2291.681031,nan,nan,nan,nan,0
0,2291.700816,nan,nan,nan,nan,0
0,2291.720599,nan,nan,nan,nan,0
0,2291.740382,nan,nan,nan,nan,0
0,2291.760163,nan,nan,nan,nan,0
0,2291.779943,nan,nan,nan,nan,0
0,2291.799722,nan,nan,nan,nan,0
0,2291.819500,nan,nan,nan,nan,0
0,2291.839277,nan,nan,nan,nan,0
0,2291.859053,nan,nan,nan,nan,0
0,2291.878828,nan,nan,nan,nan,0
0,2291.898602,nan,nan,nan,nan,0
0,2291.918374,nan,nan,nan,nan,0
0,2291.938146,1.060620,0.027788,1.080400,0.995158,1
0,2291.957917,1.074552,0.027928,1.084667,0.995210,1
0,2291.977686,1.083534,0.027579,1.095563,0.995262,1
0,2291.997455,1.084044,0.030583,1.096034,0.995312,1
0,2292.017222,1.067062,0.028371,1.078858,0.995361,1
0,2292.036988,1.056298,0.029918,1.066226,0.995409,1
0,2292.056754,1.076722,0.027622,1.076361,0.995456,1
0,2292.076518,1.104955,0.030094,1.089143,0.995502,1
0,2292.096281,1.124691,0.031441,1.101512,0.995547,1
0,2292.116043,1.122372,0.032239,1.112130,0.995591,1
0,2292.135804,1.104746,0.030128,1.115952,0.995634,1
0,2292.155564,1.093425,0.031550,1.114387,0.995676,1
0,2292.175323,1.104075,0.028128,1.104094,0.995716,1
0,2292.195081,1.105251,0.030533,1.084611,0.995756,1
0,2292.214837,1.089124,0.029647,1.067018,0.995794,1
0,2292.234593,1.068473,0.029726,1.061011,0.995832,1
0,2292.254348,1.075067,0.029425,1.073583,0.995868,1
0,2292.274101,1.085959,0.030366,1.087317,0.995904,1
0,2292.293854,1.096379,0.028206,1.089601,0.995938,1
0,2292.313605,1.094470,0.031078,1.080782,0.995971,1
0,2292.333356,1.069362,0.028458,1.060075,0.996004,1
0,2292.353105,1.056174,0.031557,1.055187,0.996035,1
0,2292.372853,1.082598,0.031826,1.081065,0.996066,1
0,2292.392600,1.107110,0.032713,1.102945,0.996095,1
0,2292.412346,1.107805,0.031135,1.106109,0.996123,1
0,2292.432091,1.101852,0.030400,1.104071,0.996151,1
0,2292.451835,1.090514,0.029947,1.106517,0.996177,1
0,2292.471578,1.093684,0.032548,1.111801,0.996203,1
0,2292.491320,1.108297,0.031610,1.115428,0.996227,1
0,2292.511061,1.116843,0.031568,1.114895,0.996251,1
0,2292.530801,1.117280,0.030373,1.110606,0.996273,1
0,2292.550539,1.106917,0.032801,1.106116,0.996295,1
0,2292.570277,1.076881,0.032776,1.098544,0.996315,1
0,2292.590013,1.043750,0.032656,1.086639,0.996335,1
0,2292.609749,1.045469,0.034201,1.081747,0.996354,1
0,2292.629483,1.079279,0.032674,1.086578,0.996372,1
0,2292.649216,1.096234,0.031152,1.091457,0.996389,1
0,2292.668949,nan,nan,nan,nan,0
0,2292.688680,1.090544,0.029714,1.084778,0.996404,1
0,2292.708410,1.094135,0.029918,1.079543,0.996420,1
0,2292.728139,1.109134,0.032457,1.083074,0.996434,1
0,2292.747867,1.116552,0.032406,1.086312,0.996447,1
0,2292.767594,1.119007,0.032344,1.087743,0.996459,1
0,2292.787320,1.116512,0.029572,1.087824,0.996471,1
0,2292.807044,1.095244,0.027257,1.089061,0.996481,1
0,2292.826768,1.066084,0.027661,1.089751,0.996491,1
