# Supplementary data for best-fit atmospheric models - all spectral orders
# Target: gl412A
# Retrieval run: fc5
# Generated on: 2025-06-10 12:23:34
# Authors: Darío González Picos, Ignas Snellen and Sam de Regt
# Contact: picos@strw.leidenuniv.nl
#
# Data description:
# This file contains high-resolution K-band spectroscopic data and
# best-fit atmospheric models from Bayesian retrieval analysis of M dwarf
# stellar atmospheres. All spectral orders are included in a single file.
# Data obtained with SPIRou at CFHT.
#
# Target properties:
# - Effective temperature: 3650 K
# - Spectral type: M1.0
# - Number of spectral orders: 3
# - Total data points: 12264
#
# Observational details:
# - Radial velocity correction: Not available
# - RV correction applied: Unknown (wavelengths are barycentric)
# - Spline continuum correction applied: Yes
# - Plotting offset: 12.960 (removed from saved data)
# - Spectral resolution: R ~ 75,000
# - Wavelength coverage: 2290.6 - 2515.2 nm
#
# Column descriptions:
# spectral_order: SPIRou spectral order number (0, 1, 2 for K-band)
# wavelength_nm: Wavelength in nanometers (barycentric, RV corrected)
# observed_flux: Observed normalized flux
# flux_error: 1-sigma uncertainty on observed flux
# petitradtrans_model: Best-fit atmospheric model flux from petitRADTRANS
# spline_continuum: Spline continuum normalization function
# valid_pixel: 1 for valid data points, 0 for masked/invalid pixels
#
# Data processing notes:
# - Wavelengths corrected for radial velocity using:
#   λ_corrected = λ_observed × (1 - RV/c)
# - Flux normalized to continuum level
# - Spline continuum divided out from model and applied to data
# - Plotting offset of 12.960 has been removed from flux and model data
# - Invalid pixels (telluric contamination, cosmic rays) marked in valid_pixel column
#
# Units:
# - Wavelength: nanometers (nm)
# - Flux: normalized (dimensionless)
# - Error: normalized flux units
# - Temperature: Kelvin (K)
# - Radial velocity: km/s
#
# Quality metrics:
# - Mean S/N ratio: 51.0
# - Valid pixels: 10035 / 12264 (81.8%)
# - RMS residuals: 0.0217
#
# Notes:
# - Each row represents one wavelength point
# - NaN values are preserved as NaN (not converted to other values)
# - Residuals can be calculated as: observed_flux - petitradtrans_model
# - Spline model contains the fitted continuum with 25 equally spaced knots
# - Data and model values have plotting offset removed for scientific analysis
#
spectral_order,wavelength_nm,observed_flux,flux_error,petitradtrans_model,spline_continuum,valid_pixel
0,2290.635051,nan,nan,nan,nan,0
0,2290.654848,nan,nan,nan,nan,0
0,2290.674643,nan,nan,nan,nan,0
0,2290.694438,nan,nan,nan,nan,0
0,2290.714231,nan,nan,nan,nan,0
0,2290.734024,nan,nan,nan,nan,0
0,2290.753815,nan,nan,nan,nan,0
0,2290.773605,nan,nan,nan,nan,0
0,2290.793394,nan,nan,nan,nan,0
0,2290.813183,nan,nan,nan,nan,0
0,2290.832970,nan,nan,nan,nan,0
0,2290.852756,nan,nan,nan,nan,0
0,2290.872540,nan,nan,nan,nan,0
0,2290.892324,nan,nan,nan,nan,0
0,2290.912107,nan,nan,nan,nan,0
0,2290.931889,nan,nan,nan,nan,0
0,2290.951669,nan,nan,nan,nan,0
0,2290.971449,nan,nan,nan,nan,0
0,2290.991227,nan,nan,nan,nan,0
0,2291.011005,nan,nan,nan,nan,0
0,2291.030781,nan,nan,nan,nan,0
0,2291.050557,nan,nan,nan,nan,0
0,2291.070331,nan,nan,nan,nan,0
0,2291.090104,nan,nan,nan,nan,0
0,2291.109876,nan,nan,nan,nan,0
0,2291.129647,nan,nan,nan,nan,0
0,2291.149417,nan,nan,nan,nan,0
0,2291.169186,nan,nan,nan,nan,0
0,2291.188954,nan,nan,nan,nan,0
0,2291.208721,nan,nan,nan,nan,0
0,2291.228486,1.090713,0.017100,1.087826,0.979374,1
0,2291.248251,1.092758,0.014958,1.085698,0.979374,1
0,2291.268015,1.094613,0.015094,1.087821,0.979373,1
0,2291.287777,1.093548,0.015014,1.087243,0.979373,1
0,2291.307539,1.079879,0.015200,1.074762,0.979372,1
0,2291.327299,1.060684,0.018381,1.061431,0.979371,1
0,2291.347058,1.064919,0.015647,1.066575,0.979370,1
0,2291.366817,1.086496,0.014440,1.080631,0.979369,1
0,2291.386574,1.096285,0.016719,1.088950,0.979368,1
0,2291.406330,1.100032,0.016784,1.093485,0.979366,1
0,2291.426085,1.101371,0.013928,1.096606,0.979364,1
0,2291.445839,1.101379,0.019055,1.096809,0.979363,1
0,2291.465592,1.100709,0.018426,1.095214,0.979361,1
0,2291.485344,1.097899,0.017024,1.093954,0.979359,1
