# Supplementary data for best-fit atmospheric models - all spectral orders
# Target: gl436
# Retrieval run: fc5
# Generated on: 2025-06-10 12:23:34
# Authors: Darío González Picos, Ignas Snellen and Sam de Regt
# Contact: picos@strw.leidenuniv.nl
#
# Data description:
# This file contains high-resolution K-band spectroscopic data and
# best-fit atmospheric models from Bayesian retrieval analysis of M dwarf
# stellar atmospheres. All spectral orders are included in a single file.
# Data obtained with SPIRou at CFHT.
#
# Target properties:
# - Effective temperature: 3531 K
# - Spectral type: M3.0
# - Number of spectral orders: 3
# - Total data points: 12264
#
# Observational details:
# - Radial velocity correction: Not available
# - RV correction applied: Unknown (wavelengths are barycentric)
# - Spline continuum correction applied: Yes
# - Plotting offset: 9.720 (removed from saved data)
# - Spectral resolution: R ~ 75,000
# - Wavelength coverage: 2291.0 - 2515.6 nm
#
# Column descriptions:
# spectral_order: SPIRou spectral order number (0, 1, 2 for K-band)
# wavelength_nm: Wavelength in nanometers (barycentric, RV corrected)
# observed_flux: Observed normalized flux
# flux_error: 1-sigma uncertainty on observed flux
# petitradtrans_model: Best-fit atmospheric model flux from petitRADTRANS
# spline_continuum: Spline continuum normalization function
# valid_pixel: 1 for valid data points, 0 for masked/invalid pixels
#
# Data processing notes:
# - Wavelengths corrected for radial velocity using:
#   λ_corrected = λ_observed × (1 - RV/c)
# - Flux normalized to continuum level
# - Spline continuum divided out from model and applied to data
# - Plotting offset of 9.720 has been removed from flux and model data
# - Invalid pixels (telluric contamination, cosmic rays) marked in valid_pixel column
#
# Units:
# - Wavelength: nanometers (nm)
# - Flux: normalized (dimensionless)
# - Error: normalized flux units
# - Temperature: Kelvin (K)
# - Radial velocity: km/s
#
# Quality metrics:
# - Mean S/N ratio: 45.4
# - Valid pixels: 9950 / 12264 (81.1%)
# - RMS residuals: 0.0248
#
# Notes:
# - Each row represents one wavelength point
# - NaN values are preserved as NaN (not converted to other values)
# - Residuals can be calculated as: observed_flux - petitradtrans_model
# - Spline model contains the fitted continuum with 25 equally spaced knots
# - Data and model values have plotting offset removed for scientific analysis
#
spectral_order,wavelength_nm,observed_flux,flux_error,petitradtrans_model,spline_continuum,valid_pixel
0,2291.034863,nan,nan,nan,nan,0
0,2291.054663,nan,nan,nan,nan,0
0,2291.074462,nan,nan,nan,nan,0
0,2291.094260,nan,nan,nan,nan,0
0,2291.114056,nan,nan,nan,nan,0
0,2291.133852,nan,nan,nan,nan,0
0,2291.153646,nan,nan,nan,nan,0
0,2291.173440,nan,nan,nan,nan,0
0,2291.193232,nan,nan,nan,nan,0
0,2291.213023,nan,nan,nan,nan,0
0,2291.232814,nan,nan,nan,nan,0
0,2291.252603,nan,nan,nan,nan,0
0,2291.272391,nan,nan,nan,nan,0
0,2291.292178,nan,nan,nan,nan,0
0,2291.311964,nan,nan,nan,nan,0
0,2291.331749,nan,nan,nan,nan,0
0,2291.351533,nan,nan,nan,nan,0
0,2291.371315,nan,nan,nan,nan,0
0,2291.391097,nan,nan,nan,nan,0
0,2291.410878,nan,nan,nan,nan,0
0,2291.430657,nan,nan,nan,nan,0
0,2291.450436,nan,nan,nan,nan,0
0,2291.470213,nan,nan,nan,nan,0
0,2291.489990,nan,nan,nan,nan,0
0,2291.509765,nan,nan,nan,nan,0
0,2291.529539,nan,nan,nan,nan,0
0,2291.549312,nan,nan,nan,nan,0
0,2291.569084,nan,nan,nan,nan,0
0,2291.588856,nan,nan,nan,nan,0
0,2291.608625,nan,nan,nan,nan,0
0,2291.628394,1.088882,0.016751,1.088011,0.987154,1
0,2291.648162,1.095391,0.018456,1.086682,0.987252,1
0,2291.667929,1.097909,0.016819,1.088713,0.987348,1
0,2291.687695,1.104002,0.019510,1.093501,0.987442,1
0,2291.707459,1.112673,0.021981,1.095375,0.987535,1
0,2291.727223,1.112004,0.023549,1.095833,0.987627,1
0,2291.746986,1.096584,0.021225,1.090214,0.987717,1
0,2291.766747,1.064651,0.019776,1.069614,0.987805,1
0,2291.786507,0.998206,0.016617,1.019024,0.987892,1
0,2291.806267,0.958388,0.016063,0.976368,0.987978,1
0,2291.826025,1.014546,0.016993,1.008070,0.988062,1
0,2291.845782,1.081397,0.020065,1.062814,0.988144,1
0,2291.865538,1.093478,0.019552,1.083267,0.988226,1
0,2291.885293,1.083490,0.020098,1.087772,0.988305,1
