# Supplementary data for best-fit atmospheric models - all spectral orders
# Target: gl338B
# Retrieval run: fc5
# Generated on: 2025-06-10 12:23:34
# Authors: Darío González Picos, Ignas Snellen and Sam de Regt
# Contact: picos@strw.leidenuniv.nl
#
# Data description:
# This file contains high-resolution K-band spectroscopic data and
# best-fit atmospheric models from Bayesian retrieval analysis of M dwarf
# stellar atmospheres. All spectral orders are included in a single file.
# Data obtained with SPIRou at CFHT.
#
# Target properties:
# - Effective temperature: 3899 K
# - Spectral type: M0.0
# - Number of spectral orders: 3
# - Total data points: 12264
#
# Observational details:
# - Radial velocity correction: Not available
# - RV correction applied: Unknown (wavelengths are barycentric)
# - Spline continuum correction applied: Yes
# - Plotting offset: 16.740 (removed from saved data)
# - Spectral resolution: R ~ 75,000
# - Wavelength coverage: 2291.1 - 2515.7 nm
#
# Column descriptions:
# spectral_order: SPIRou spectral order number (0, 1, 2 for K-band)
# wavelength_nm: Wavelength in nanometers (barycentric, RV corrected)
# observed_flux: Observed normalized flux
# flux_error: 1-sigma uncertainty on observed flux
# petitradtrans_model: Best-fit atmospheric model flux from petitRADTRANS
# spline_continuum: Spline continuum normalization function
# valid_pixel: 1 for valid data points, 0 for masked/invalid pixels
#
# Data processing notes:
# - Wavelengths corrected for radial velocity using:
#   λ_corrected = λ_observed × (1 - RV/c)
# - Flux normalized to continuum level
# - Spline continuum divided out from model and applied to data
# - Plotting offset of 16.740 has been removed from flux and model data
# - Invalid pixels (telluric contamination, cosmic rays) marked in valid_pixel column
#
# Units:
# - Wavelength: nanometers (nm)
# - Flux: normalized (dimensionless)
# - Error: normalized flux units
# - Temperature: Kelvin (K)
# - Radial velocity: km/s
#
# Quality metrics:
# - Mean S/N ratio: 113.4
# - Valid pixels: 10017 / 12264 (81.7%)
# - RMS residuals: 0.0096
#
# Notes:
# - Each row represents one wavelength point
# - NaN values are preserved as NaN (not converted to other values)
# - Residuals can be calculated as: observed_flux - petitradtrans_model
# - Spline model contains the fitted continuum with 25 equally spaced knots
# - Data and model values have plotting offset removed for scientific analysis
#
spectral_order,wavelength_nm,observed_flux,flux_error,petitradtrans_model,spline_continuum,valid_pixel
0,2291.142996,nan,nan,nan,nan,0
0,2291.162797,nan,nan,nan,nan,0
0,2291.182597,nan,nan,nan,nan,0
0,2291.202396,nan,nan,nan,nan,0
0,2291.222194,nan,nan,nan,nan,0
0,2291.241991,nan,nan,nan,nan,0
0,2291.261787,nan,nan,nan,nan,0
0,2291.281581,nan,nan,nan,nan,0
0,2291.301375,nan,nan,nan,nan,0
0,2291.321168,nan,nan,nan,nan,0
0,2291.340959,nan,nan,nan,nan,0
0,2291.360750,nan,nan,nan,nan,0
0,2291.380539,nan,nan,nan,nan,0
0,2291.400327,nan,nan,nan,nan,0
0,2291.420114,nan,nan,nan,nan,0
0,2291.439901,nan,nan,nan,nan,0
0,2291.459686,nan,nan,nan,nan,0
0,2291.479470,nan,nan,nan,nan,0
0,2291.499253,nan,nan,nan,nan,0
0,2291.519035,nan,nan,nan,nan,0
0,2291.538815,nan,nan,nan,nan,0
0,2291.558595,nan,nan,nan,nan,0
0,2291.578374,nan,nan,nan,nan,0
0,2291.598152,nan,nan,nan,nan,0
0,2291.617928,nan,nan,nan,nan,0
0,2291.637704,nan,nan,nan,nan,0
0,2291.657478,nan,nan,nan,nan,0
0,2291.677252,nan,nan,nan,nan,0
0,2291.697024,nan,nan,nan,nan,0
0,2291.716795,nan,nan,nan,nan,0
0,2291.736565,1.087477,0.009345,1.090428,0.982911,1
0,2291.756334,1.090724,0.008684,1.088348,0.982896,1
0,2291.776102,1.085823,0.005721,1.081919,0.982881,1
0,2291.795869,1.073837,0.008137,1.070022,0.982866,1
0,2291.815635,1.073830,0.008143,1.067563,0.982850,1
0,2291.835400,1.081630,0.010125,1.078869,0.982835,1
0,2291.855164,1.080306,0.007019,1.086592,0.982819,1
0,2291.874927,1.088543,0.010652,1.088302,0.982804,1
0,2291.894688,1.092309,0.011407,1.088671,0.982788,1
0,2291.914449,1.092249,0.009940,1.088381,0.982772,1
0,2291.934208,1.090682,0.009475,1.087271,0.982756,1
0,2291.953967,1.089042,0.007633,1.087292,0.982741,1
0,2291.973724,1.088140,0.005804,1.088847,0.982724,1
0,2291.993481,1.084510,0.008142,1.089852,0.982708,1
0,2292.013236,1.085930,0.011676,1.088745,0.982692,1
0,2292.032990,1.091278,0.008531,1.086973,0.982676,1
0,2292.052743,1.097127,0.008964,1.086325,0.982659,1
0,2292.072495,1.091792,0.009957,1.085148,0.982643,1
0,2292.092246,1.085626,0.010854,1.084952,0.982626,1
0,2292.111996,1.076117,0.011723,1.087703,0.982610,1
0,2292.131745,1.078020,0.010930,1.090255,0.982593,1
0,2292.151493,1.085781,0.009875,1.090956,0.982576,1
0,2292.171239,1.093028,0.008422,1.090112,0.982559,1
0,2292.190985,1.095901,0.007252,1.087384,0.982542,1
0,2292.210730,1.081992,0.007106,1.084356,0.982525,1
0,2292.230473,1.076650,0.008069,1.083498,0.982508,1
0,2292.250216,1.072653,0.009120,1.085464,0.982491,1
0,2292.269957,1.083191,0.005206,1.087395,0.982473,1
0,2292.289697,1.090041,0.007270,1.088016,0.982456,1
0,2292.309437,1.094927,0.005137,1.088192,0.982439,1
0,2292.329175,1.090974,0.005305,1.087853,0.982421,1
0,2292.348912,1.086955,0.007604,1.087149,0.982403,1
0,2292.368648,1.078591,0.007683,1.088027,0.982385,1
0,2292.388383,1.082959,0.010581,1.089681,0.982368,1
0,2292.408117,1.085867,0.010872,1.089999,0.982350,1
0,2292.427850,1.091760,0.009382,1.089640,0.982332,1
0,2292.447582,1.097743,0.008018,1.089820,0.982314,1
0,2292.467312,1.091793,0.008157,1.090591,0.982295,1
0,2292.487042,1.081077,0.008557,1.091329,0.982277,1
0,2292.506771,1.083383,0.009224,1.091386,0.982259,1
0,2292.526498,1.086014,0.009327,1.090621,0.982240,1
0,2292.546225,1.086097,0.012974,1.089911,0.982222,1
0,2292.565950,1.094859,0.009748,1.089354,0.982203,1
0,2292.585674,1.091176,0.008946,1.088225,0.982184,1
0,2292.605398,1.084353,0.007645,1.087373,0.982166,1
0,2292.625120,1.080869,0.007113,1.087344,0.982147,1
0,2292.644841,1.077751,0.005645,1.087468,0.982128,1
0,2292.664561,1.085638,0.006646,1.087674,0.982109,1
0,2292.684280,1.084925,0.007392,1.087232,0.982090,1
0,2292.703998,1.093137,0.009422,1.086529,0.982070,1
0,2292.723715,1.096094,0.010480,1.086959,0.982051,1
0,2292.743431,1.090992,0.008187,1.087381,0.982032,1
0,2292.763146,1.085021,0.007471,1.087370,0.982012,1
0,2292.782859,1.081318,0.006913,1.087429,0.981993,1
0,2292.802572,1.078928,0.008140,1.087403,0.981973,1
0,2292.822283,1.081165,0.008522,1.087108,0.981953,1
0,2292.841994,1.078796,0.009927,1.086631,0.981934,1
0,2292.861703,1.083589,0.007168,1.086643,0.981914,1
0,2292.881412,1.083188,0.006804,1.086979,0.981894,1
0,2292.901119,1.083208,0.007709,1.086770,0.981874,1
0,2292.920825,1.077029,0.009193,1.086816,0.981853,1
0,2292.940530,1.081157,0.008970,1.087565,0.981833,1
0,2292.960235,1.087115,0.008321,1.088389,0.981813,1
0,2292.979938,1.094926,0.006145,1.088588,0.981792,1
0,2292.999640,1.091085,0.008221,1.087348,0.981772,1
0,2293.019340,1.081011,0.008731,1.085791,0.981751,1
0,2293.039040,1.070635,0.007710,1.083806,0.981731,1
0,2293.058739,1.070375,0.009580,1.078205,0.981710,1
