# Supplementary data for best-fit atmospheric models - all spectral orders
# Target: gl752A
# Retrieval run: fc5
# Generated on: 2025-06-10 12:23:34
# Authors: Darío González Picos, Ignas Snellen and Sam de Regt
# Contact: picos@strw.leidenuniv.nl
#
# Data description:
# This file contains high-resolution K-band spectroscopic data and
# best-fit atmospheric models from Bayesian retrieval analysis of M dwarf
# stellar atmospheres. All spectral orders are included in a single file.
# Data obtained with SPIRou at CFHT.
#
# Target properties:
# - Effective temperature: 3579 K
# - Spectral type: M3.0
# - Number of spectral orders: 3
# - Total data points: 12264
#
# Observational details:
# - Radial velocity correction: Not available
# - RV correction applied: Unknown (wavelengths are barycentric)
# - Spline continuum correction applied: Yes
# - Plotting offset: 11.340 (removed from saved data)
# - Spectral resolution: R ~ 75,000
# - Wavelength coverage: 2290.7 - 2515.3 nm
#
# Column descriptions:
# spectral_order: SPIRou spectral order number (0, 1, 2 for K-band)
# wavelength_nm: Wavelength in nanometers (barycentric, RV corrected)
# observed_flux: Observed normalized flux
# flux_error: 1-sigma uncertainty on observed flux
# petitradtrans_model: Best-fit atmospheric model flux from petitRADTRANS
# spline_continuum: Spline continuum normalization function
# valid_pixel: 1 for valid data points, 0 for masked/invalid pixels
#
# Data processing notes:
# - Wavelengths corrected for radial velocity using:
#   λ_corrected = λ_observed × (1 - RV/c)
# - Flux normalized to continuum level
# - Spline continuum divided out from model and applied to data
# - Plotting offset of 11.340 has been removed from flux and model data
# - Invalid pixels (telluric contamination, cosmic rays) marked in valid_pixel column
#
# Units:
# - Wavelength: nanometers (nm)
# - Flux: normalized (dimensionless)
# - Error: normalized flux units
# - Temperature: Kelvin (K)
# - Radial velocity: km/s
#
# Quality metrics:
# - Mean S/N ratio: 52.5
# - Valid pixels: 10245 / 12264 (83.5%)
# - RMS residuals: 0.0209
#
# Notes:
# - Each row represents one wavelength point
# - NaN values are preserved as NaN (not converted to other values)
# - Residuals can be calculated as: observed_flux - petitradtrans_model
# - Spline model contains the fitted continuum with 25 equally spaced knots
# - Data and model values have plotting offset removed for scientific analysis
#
spectral_order,wavelength_nm,observed_flux,flux_error,petitradtrans_model,spline_continuum,valid_pixel
0,2290.694714,nan,nan,nan,nan,0
0,2290.714512,nan,nan,nan,nan,0
0,2290.734308,nan,nan,nan,nan,0
0,2290.754103,nan,nan,nan,nan,0
0,2290.773897,nan,nan,nan,nan,0
0,2290.793691,nan,nan,nan,nan,0
0,2290.813483,nan,nan,nan,nan,0
0,2290.833273,nan,nan,nan,nan,0
0,2290.853063,nan,nan,nan,nan,0
0,2290.872852,nan,nan,nan,nan,0
0,2290.892640,nan,nan,nan,nan,0
0,2290.912427,nan,nan,nan,nan,0
0,2290.932212,nan,nan,nan,nan,0
0,2290.951997,nan,nan,nan,nan,0
0,2290.971780,nan,nan,nan,nan,0
0,2290.991563,nan,nan,nan,nan,0
0,2291.011344,nan,nan,nan,nan,0
0,2291.031124,nan,nan,nan,nan,0
0,2291.050904,nan,nan,nan,nan,0
0,2291.070682,nan,nan,nan,nan,0
0,2291.090459,nan,nan,nan,nan,0
0,2291.110235,nan,nan,nan,nan,0
0,2291.130010,nan,nan,nan,nan,0
0,2291.149784,nan,nan,nan,nan,0
0,2291.169557,nan,nan,nan,nan,0
0,2291.189328,nan,nan,nan,nan,0
0,2291.209099,nan,nan,nan,nan,0
0,2291.228869,nan,nan,nan,nan,0
0,2291.248637,nan,nan,nan,nan,0
0,2291.268405,nan,nan,nan,nan,0
0,2291.288171,1.090457,0.017606,1.092676,0.986078,1
0,2291.307936,1.078041,0.017705,1.080698,0.986141,1
0,2291.327701,1.068196,0.015046,1.067826,0.986204,1
0,2291.347464,1.074134,0.014430,1.073560,0.986266,1
0,2291.367226,1.091356,0.017583,1.086786,0.986326,1
0,2291.386987,1.101995,0.017622,1.094107,0.986386,1
0,2291.406747,1.104408,0.018490,1.098147,0.986444,1
0,2291.426506,1.099482,0.013274,1.101132,0.986502,1
0,2291.446264,1.100487,0.011444,1.101183,0.986558,1
0,2291.466021,1.100962,0.015647,1.099622,0.986614,1
0,2291.485777,1.098979,0.012316,1.098480,0.986668,1
0,2291.505531,1.094889,0.014761,1.096796,0.986721,1
0,2291.525285,1.090132,0.017114,1.094364,0.986773,1
0,2291.545038,1.088633,0.019186,1.093667,0.986825,1
