# Supplementary data for best-fit atmospheric models - all spectral orders
# Target: gl617B
# Retrieval run: fc5
# Generated on: 2025-06-10 12:23:34
# Authors: Darío González Picos, Ignas Snellen and Sam de Regt
# Contact: picos@strw.leidenuniv.nl
#
# Data description:
# This file contains high-resolution K-band spectroscopic data and
# best-fit atmospheric models from Bayesian retrieval analysis of M dwarf
# stellar atmospheres. All spectral orders are included in a single file.
# Data obtained with SPIRou at CFHT.
#
# Target properties:
# - Effective temperature: 3532 K
# - Spectral type: M3.0
# - Number of spectral orders: 3
# - Total data points: 12264
#
# Observational details:
# - Radial velocity correction: Not available
# - RV correction applied: Unknown (wavelengths are barycentric)
# - Spline continuum correction applied: Yes
# - Plotting offset: 10.260 (removed from saved data)
# - Spectral resolution: R ~ 75,000
# - Wavelength coverage: 2291.3 - 2515.9 nm
#
# Column descriptions:
# spectral_order: SPIRou spectral order number (0, 1, 2 for K-band)
# wavelength_nm: Wavelength in nanometers (barycentric, RV corrected)
# observed_flux: Observed normalized flux
# flux_error: 1-sigma uncertainty on observed flux
# petitradtrans_model: Best-fit atmospheric model flux from petitRADTRANS
# spline_continuum: Spline continuum normalization function
# valid_pixel: 1 for valid data points, 0 for masked/invalid pixels
#
# Data processing notes:
# - Wavelengths corrected for radial velocity using:
#   λ_corrected = λ_observed × (1 - RV/c)
# - Flux normalized to continuum level
# - Spline continuum divided out from model and applied to data
# - Plotting offset of 10.260 has been removed from flux and model data
# - Invalid pixels (telluric contamination, cosmic rays) marked in valid_pixel column
#
# Units:
# - Wavelength: nanometers (nm)
# - Flux: normalized (dimensionless)
# - Error: normalized flux units
# - Temperature: Kelvin (K)
# - Radial velocity: km/s
#
# Quality metrics:
# - Mean S/N ratio: 49.1
# - Valid pixels: 9078 / 12264 (74.0%)
# - RMS residuals: 0.0231
#
# Notes:
# - Each row represents one wavelength point
# - NaN values are preserved as NaN (not converted to other values)
# - Residuals can be calculated as: observed_flux - petitradtrans_model
# - Spline model contains the fitted continuum with 25 equally spaced knots
# - Data and model values have plotting offset removed for scientific analysis
#
spectral_order,wavelength_nm,observed_flux,flux_error,petitradtrans_model,spline_continuum,valid_pixel
0,2291.273560,nan,nan,nan,nan,0
0,2291.293362,nan,nan,nan,nan,0
0,2291.313163,nan,nan,nan,nan,0
0,2291.332963,nan,nan,nan,nan,0
0,2291.352762,nan,nan,nan,nan,0
0,2291.372560,nan,nan,nan,nan,0
0,2291.392357,nan,nan,nan,nan,0
0,2291.412153,nan,nan,nan,nan,0
0,2291.431948,nan,nan,nan,nan,0
0,2291.451742,nan,nan,nan,nan,0
0,2291.471534,nan,nan,nan,nan,0
0,2291.491326,nan,nan,nan,nan,0
0,2291.511116,nan,nan,nan,nan,0
0,2291.530906,nan,nan,nan,nan,0
0,2291.550694,nan,nan,nan,nan,0
0,2291.570482,nan,nan,nan,nan,0
0,2291.590268,nan,nan,nan,nan,0
0,2291.610053,nan,nan,nan,nan,0
0,2291.629837,nan,nan,nan,nan,0
0,2291.649620,nan,nan,nan,nan,0
0,2291.669402,nan,nan,nan,nan,0
0,2291.689183,nan,nan,nan,nan,0
0,2291.708963,nan,nan,nan,nan,0
0,2291.728742,nan,nan,nan,nan,0
0,2291.748520,nan,nan,nan,nan,0
0,2291.768296,nan,nan,nan,nan,0
0,2291.788072,nan,nan,nan,nan,0
0,2291.807846,nan,nan,nan,nan,0
0,2291.827620,nan,nan,nan,nan,0
0,2291.847392,nan,nan,nan,nan,0
0,2291.867164,1.093003,0.019689,1.087031,0.975634,1
0,2291.886934,1.086810,0.017662,1.090787,0.975792,1
0,2291.906703,1.078873,0.017335,1.091943,0.975948,1
0,2291.926471,1.079302,0.018139,1.088401,0.976102,1
0,2291.946238,1.087640,0.018081,1.085785,0.976255,1
0,2291.966004,1.089957,0.016927,1.090202,0.976405,1
0,2291.985769,1.088600,0.017942,1.096230,0.976554,1
0,2292.005533,1.087275,0.017168,1.094524,0.976701,1
0,2292.025296,1.082390,0.016158,1.086172,0.976846,1
0,2292.045058,1.084727,0.017184,1.083920,0.976989,1
0,2292.064818,1.095219,0.018580,1.087434,0.977130,1
0,2292.084578,1.103907,0.018905,1.091101,0.977270,1
0,2292.104337,1.104752,0.018613,1.097126,0.977407,1
0,2292.124094,1.097898,0.018652,1.101846,0.977543,1
0,2292.143850,1.090765,0.019088,1.102596,0.977677,1
0,2292.163606,1.092490,0.019632,1.100454,0.977809,1
0,2292.183360,1.098735,0.018221,1.092691,0.977940,1
0,2292.203113,1.098529,0.020255,1.083521,0.978068,1
0,2292.222865,1.090127,0.018133,1.080768,0.978195,1
0,2292.242616,1.081336,0.017231,1.083836,0.978321,1
0,2292.262367,1.081820,0.016193,1.087771,0.978444,1
0,2292.282115,1.087685,0.017287,1.088957,0.978566,1
0,2292.301863,1.096955,0.018318,1.088732,0.978686,1
0,2292.321610,1.094293,0.018230,1.086304,0.978804,1
0,2292.341356,1.083355,0.020485,1.081125,0.978920,1
0,2292.361101,1.083890,0.018704,1.082838,0.979035,1
0,2292.380844,1.089187,0.020545,1.092455,0.979148,1
0,2292.400587,1.091304,0.020832,1.097363,0.979260,1
0,2292.420328,1.095812,0.019583,1.096290,0.979369,1
0,2292.440069,1.099916,0.018651,1.095817,0.979477,1
0,2292.459808,1.097828,0.019200,1.098447,0.979584,1
0,2292.479546,1.102102,0.019821,1.101982,0.979688,1
0,2292.499283,1.099952,0.021020,1.103694,0.979791,1
0,2292.519020,1.097323,0.020882,1.101711,0.979893,1
0,2292.538755,1.099203,0.018885,1.098378,0.979992,1
0,2292.558489,1.098008,0.018147,1.096221,0.980090,1
0,2292.578222,1.084974,0.021456,1.092010,0.980187,1
0,2292.597954,nan,nan,nan,nan,0
0,2292.617684,nan,nan,nan,nan,0
0,2292.637414,1.091695,0.022299,1.088394,0.980282,1
0,2292.657143,1.088494,0.021199,1.089477,0.980375,1
0,2292.676870,1.092429,0.018480,1.088370,0.980466,1
0,2292.696597,1.092606,0.018799,1.084342,0.980556,1
0,2292.716322,1.099114,0.018767,1.084136,0.980645,1
0,2292.736047,1.103460,0.019476,1.086901,0.980732,1
0,2292.755770,1.104591,0.017992,1.087628,0.980817,1
0,2292.775493,1.100516,0.018307,1.088021,0.980901,1
0,2292.795214,1.094359,0.018461,1.088313,0.980983,1
0,2292.814934,1.083332,0.016839,1.088113,0.981064,1
0,2292.834653,1.076751,0.018821,1.086442,0.981143,1
0,2292.854371,1.090275,0.020698,1.085280,0.981220,1
0,2292.874088,1.106383,0.017317,1.086623,0.981296,1
0,2292.893804,1.109038,0.018476,1.086558,0.981371,1
0,2292.913519,1.091541,0.019423,1.085668,0.981444,1
0,2292.933233,1.074618,0.018831,1.088302,0.981515,1
0,2292.952945,1.078517,0.018659,1.092332,0.981585,1
0,2292.972657,1.091471,0.017136,1.095311,0.981653,1
0,2292.992367,1.092760,0.018235,1.092657,0.981720,1
0,2293.012077,1.093278,0.016335,1.086370,0.981786,1
0,2293.031785,1.084727,0.017639,1.083193,0.981850,1
0,2293.051493,1.060840,0.018213,1.070826,0.981913,1
0,2293.071199,1.027371,0.015876,1.044940,0.981974,1
0,2293.090904,1.028694,0.014157,1.041261,0.982034,1
0,2293.110608,1.046742,0.016668,1.059164,0.982092,1
0,2293.130312,1.063994,0.017100,1.077701,0.982149,1
0,2293.150014,1.091767,0.018249,1.090713,0.982204,1
0,2293.169715,1.104527,0.018195,1.091675,0.982258,1
0,2293.189415,1.100409,0.018804,1.089904,0.982311,1
0,2293.209113,1.097646,0.017631,1.092443,0.982362,1
