# Supplementary data for best-fit atmospheric models - all spectral orders
# Target: gl725B
# Retrieval run: fc5
# Generated on: 2025-06-10 12:23:33
# Authors: Darío González Picos, Ignas Snellen and Sam de Regt
# Contact: picos@strw.leidenuniv.nl
#
# Data description:
# This file contains high-resolution K-band spectroscopic data and
# best-fit atmospheric models from Bayesian retrieval analysis of M dwarf
# stellar atmospheres. All spectral orders are included in a single file.
# Data obtained with SPIRou at CFHT.
#
# Target properties:
# - Effective temperature: 3399 K
# - Spectral type: M3.5
# - Number of spectral orders: 3
# - Total data points: 12264
#
# Observational details:
# - Radial velocity correction: Not available
# - RV correction applied: Unknown (wavelengths are barycentric)
# - Spline continuum correction applied: Yes
# - Plotting offset: 4.860 (removed from saved data)
# - Spectral resolution: R ~ 75,000
# - Wavelength coverage: 2291.1 - 2515.8 nm
#
# Column descriptions:
# spectral_order: SPIRou spectral order number (0, 1, 2 for K-band)
# wavelength_nm: Wavelength in nanometers (barycentric, RV corrected)
# observed_flux: Observed normalized flux
# flux_error: 1-sigma uncertainty on observed flux
# petitradtrans_model: Best-fit atmospheric model flux from petitRADTRANS
# spline_continuum: Spline continuum normalization function
# valid_pixel: 1 for valid data points, 0 for masked/invalid pixels
#
# Data processing notes:
# - Wavelengths corrected for radial velocity using:
#   λ_corrected = λ_observed × (1 - RV/c)
# - Flux normalized to continuum level
# - Spline continuum divided out from model and applied to data
# - Plotting offset of 4.860 has been removed from flux and model data
# - Invalid pixels (telluric contamination, cosmic rays) marked in valid_pixel column
#
# Units:
# - Wavelength: nanometers (nm)
# - Flux: normalized (dimensionless)
# - Error: normalized flux units
# - Temperature: Kelvin (K)
# - Radial velocity: km/s
#
# Quality metrics:
# - Mean S/N ratio: 27.2
# - Valid pixels: 10407 / 12264 (84.9%)
# - RMS residuals: 0.0388
#
# Notes:
# - Each row represents one wavelength point
# - NaN values are preserved as NaN (not converted to other values)
# - Residuals can be calculated as: observed_flux - petitradtrans_model
# - Spline model contains the fitted continuum with 25 equally spaced knots
# - Data and model values have plotting offset removed for scientific analysis
#
spectral_order,wavelength_nm,observed_flux,flux_error,petitradtrans_model,spline_continuum,valid_pixel
0,2291.143793,nan,nan,nan,nan,0
0,2291.163594,nan,nan,nan,nan,0
0,2291.183394,nan,nan,nan,nan,0
0,2291.203193,nan,nan,nan,nan,0
0,2291.222991,nan,nan,nan,nan,0
0,2291.242787,nan,nan,nan,nan,0
0,2291.262583,nan,nan,nan,nan,0
0,2291.282378,nan,nan,nan,nan,0
0,2291.302171,nan,nan,nan,nan,0
0,2291.321964,nan,nan,nan,nan,0
0,2291.341755,nan,nan,nan,nan,0
0,2291.361546,nan,nan,nan,nan,0
0,2291.381335,nan,nan,nan,nan,0
0,2291.401123,nan,nan,nan,nan,0
0,2291.420910,nan,nan,nan,nan,0
0,2291.440697,nan,nan,nan,nan,0
0,2291.460482,nan,nan,nan,nan,0
0,2291.480266,nan,nan,nan,nan,0
0,2291.500049,nan,nan,nan,nan,0
0,2291.519830,nan,nan,nan,nan,0
0,2291.539611,nan,nan,nan,nan,0
0,2291.559391,nan,nan,nan,nan,0
0,2291.579170,nan,nan,nan,nan,0
0,2291.598947,nan,nan,nan,nan,0
0,2291.618724,nan,nan,nan,nan,0
0,2291.638499,nan,nan,nan,nan,0
0,2291.658274,nan,nan,nan,nan,0
0,2291.678047,nan,nan,nan,nan,0
0,2291.697819,nan,nan,nan,nan,0
0,2291.717590,nan,nan,nan,nan,0
0,2291.737361,1.095620,0.039645,1.090385,0.979392,1
0,2291.757130,1.063436,0.035661,1.066166,0.979435,1
0,2291.776898,0.984679,0.033382,1.001287,0.979478,1
0,2291.796665,0.880556,0.032242,0.906564,0.979521,1
0,2291.816430,0.892647,0.029991,0.900141,0.979564,1
0,2291.836195,1.015114,0.034063,0.991868,0.979606,1
0,2291.855959,1.082882,0.032839,1.058231,0.979647,1
0,2291.875722,1.086238,0.034402,1.078630,0.979688,1
0,2291.895483,1.073067,0.033419,1.085461,0.979729,1
0,2291.915244,1.055995,0.032375,1.082391,0.979770,1
0,2291.935003,1.050741,0.033533,1.074107,0.979810,1
0,2291.954762,1.057095,0.031858,1.075787,0.979849,1
0,2291.974519,1.065390,0.033818,1.087178,0.979888,1
0,2291.994275,1.071497,0.035017,1.091809,0.979927,1
