# Supplementary data for thermal dissociation of water in M dwarf atmospheres
# Target: gl725B
# Generated on: 2025-06-10 10:49:50
# Authors: [Author names to be filled]
# Contact: [Contact information to be filled]
#
# Data description:
# This file contains atmospheric profiles from Bayesian retrieval analysis
# showing thermal dissociation of water molecules in M dwarf stellar atmospheres.
#
# Column descriptions:
# pressure_bar: Atmospheric pressure in bar
# OH_vmr_q16: OH volume mixing ratio 16th percentile (1-sigma lower bound)
# OH_vmr_q50: OH volume mixing ratio 50th percentile (median)
# OH_vmr_q84: OH volume mixing ratio 84th percentile (1-sigma upper bound)
# H2O_vmr_q16: H2O volume mixing ratio 16th percentile (1-sigma lower bound)
# H2O_vmr_q50: H2O volume mixing ratio 50th percentile (median)
# H2O_vmr_q84: H2O volume mixing ratio 84th percentile (1-sigma upper bound)
# temperature_q16: Temperature 16th percentile in Kelvin (1-sigma lower bound)
# temperature_q50: Temperature 50th percentile in Kelvin (median)
# temperature_q84: Temperature 84th percentile in Kelvin (1-sigma upper bound)
# emission_contribution: Integrated emission contribution function
#
# Units:
# Pressure: bar
# Volume mixing ratios: dimensionless
# Temperature: Kelvin
# Emission contribution: dimensionless (normalized)
#
# Notes:
# - Each row corresponds to a different atmospheric layer
# - Pressure increases from top to bottom of atmosphere
# - VMR uncertainties represent 1-sigma (68% confidence) intervals
# - Temperature uncertainties represent 1-sigma (68% confidence) intervals
#
pressure_bar,OH_vmr_q16,OH_vmr_q50,OH_vmr_q84,H2O_vmr_q16,H2O_vmr_q50,H2O_vmr_q84,temperature_q16,temperature_q50,temperature_q84,emission_contribution
1.000000e-05,1.902933e-14,1.863211e-11,8.649970e-09,3.251819e-05,5.009239e-05,6.187293e-05,1.002040e+03,1.285242e+03,1.623797e+03,1.140986e-06
1.314147e-05,7.913714e-14,3.989329e-11,1.236413e-08,3.316229e-05,5.215443e-05,6.235230e-05,1.064287e+03,1.336089e+03,1.654990e+03,1.850557e-06
1.726983e-05,3.380169e-13,9.498313e-11,1.670939e-08,3.417068e-05,5.363404e-05,6.287022e-05,1.124594e+03,1.386052e+03,1.688604e+03,2.894363e-06
2.269511e-05,9.896902e-13,2.076522e-10,2.172444e-08,3.696601e-05,5.483922e-05,6.336810e-05,1.187365e+03,1.437832e+03,1.723223e+03,4.464245e-06
2.982471e-05,2.925842e-12,4.112316e-10,3.168592e-08,4.297074e-05,5.554924e-05,6.379453e-05,1.251880e+03,1.490750e+03,1.755716e+03,6.798240e-06
3.919407e-05,8.368791e-12,8.278104e-10,4.191170e-08,4.800734e-05,5.615000e-05,6.434278e-05,1.317651e+03,1.545039e+03,1.790788e+03,1.022841e-05
5.150678e-05,2.145344e-11,1.433512e-09,5.664292e-08,5.052831e-05,5.682613e-05,6.479368e-05,1.382573e+03,1.596141e+03,1.822587e+03,1.527458e-05
6.768750e-05,5.516928e-11,2.385975e-09,8.012669e-08,5.205876e-05,5.749235e-05,6.528973e-05,1.446546e+03,1.646600e+03,1.853289e+03,2.267458e-05
8.895135e-05,1.254216e-10,3.929433e-09,1.116904e-07,5.281366e-05,5.799593e-05,6.587761e-05,1.511938e+03,1.697949e+03,1.886043e+03,3.329344e-05
1.168952e-04,2.298559e-10,6.000603e-09,1.520887e-07,5.338926e-05,5.835735e-05,6.619846e-05,1.577892e+03,1.747838e+03,1.918582e+03,4.841143e-05
1.536175e-04,4.234089e-10,9.323782e-09,1.963338e-07,5.368527e-05,5.859021e-05,6.638770e-05,1.643462e+03,1.797492e+03,1.949457e+03,7.032362e-05
2.018760e-04,6.919692e-10,1.378513e-08,2.505555e-07,5.387683e-05,5.879491e-05,6.655446e-05,1.707587e+03,1.845171e+03,1.980363e+03,1.019381e-04
2.652948e-04,9.860846e-10,1.940110e-08,3.181549e-07,5.405811e-05,5.890835e-05,6.673290e-05,1.768058e+03,1.892535e+03,2.010401e+03,1.467144e-04
3.486365e-04,1.403114e-09,2.808558e-08,4.209064e-07,5.419902e-05,5.903177e-05,6.688082e-05,1.828130e+03,1.939492e+03,2.040684e+03,2.095848e-04
4.581598e-04,1.905773e-09,3.794840e-08,5.219421e-07,5.429547e-05,5.911134e-05,6.698502e-05,1.887837e+03,1.983033e+03,2.070076e+03,2.962263e-04
6.020894e-04,2.526421e-09,4.821884e-08,6.530856e-07,5.442134e-05,5.923768e-05,6.713137e-05,1.941801e+03,2.025050e+03,2.099077e+03,4.144327e-04
7.912343e-04,3.085260e-09,5.791917e-08,7.826492e-07,5.454844e-05,5.935317e-05,6.730206e-05,1.992273e+03,2.065742e+03,2.128966e+03,5.750404e-04
